City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Saitama,682,408,781-746-8875,Yes,No,19,128.2,11,21.79,87.83,128,8.78,218.43,153,10.92,11.99,15,1.8,3,False
Sapporo,966,415,481-449-9481,No,Yes,6,364.77,95,62.01,234.16,134,23.42,251.04,140,12.55,4.62,2,0.69,9,False
Yokohama,893,408,653-513-3404,No,Yes,10,366.14,116,62.24,65.13,51,6.51,349.6,44,17.48,5.81,5,0.87,0,True
Fukuoka,430,408,285-956-9892,No,No,21,91.44,98,15.54,116.84,108,11.68,393.39,149,19.67,15.22,5,2.28,1,False
Kobe,809,510,308-688-1363,Yes,Yes,11,82.26,145,13.98,398.36,169,39.84,340.49,3,17.02,9.87,13,1.48,7,False
Osaka,358,415,617-981-6942,Yes,No,19,130.25,11,22.14,323.32,180,32.33,146.2,99,7.31,19.73,17,2.96,2,False
Yokohama,567,510,286-416-9979,Yes,Yes,13,213.81,50,36.35,128.55,25,12.86,20.14,190,1.01,11.15,19,1.67,5,True
Kawasaki,306,408,380-912-9650,No,Yes,5,180.44,111,30.67,136.25,0,13.62,348.77,27,17.44,14.05,12,2.11,4,True
Fukuoka,980,415,126-570-3753,No,Yes,39,397.67,88,67.6,243.74,18,24.37,153.81,48,7.69,3.3,15,0.49,6,False
Yokohama,555,408,230-798-9657,No,Yes,48,281.67,136,47.88,276.73,13,27.67,255.87,3,12.79,3.98,6,0.6,0,True
Saitama,802,415,638-427-1909,Yes,Yes,4,278.1,162,47.28,208.24,141,20.82,232.23,25,11.61,2.4,13,0.36,6,False
Kobe,44,415,991-892-4899,Yes,No,22,369.95,68,62.89,72.68,136,7.27,80.11,175,4.01,6.15,11,0.92,5,False
Osaka,775,510,836-614-3410,No,No,25,366.3,78,62.27,54.18,92,5.42,43.1,137,2.16,5.5,6,0.82,7,True
Saitama,83,510,963-124-7570,Yes,No,27,178.17,45,30.29,369.55,29,36.96,217.42,82,10.87,14.76,8,2.21,0,True
Yokohama,401,408,824-939-1356,No,No,28,185.59,95,31.55,388.26,196,38.83,32.27,131,1.61,11.39,8,1.71,2,False
Saitama,675,415,927-247-3029,Yes,Yes,41,175.53,55,29.84,215.48,43,21.55,166.44,108,8.32,6.91,3,1.04,7,False
Yokohama,303,408,899-299-7857,Yes,Yes,28,279.47,46,47.51,316.84,155,31.68,76.23,154,3.81,19.06,11,2.86,0,False
Fukuoka,396,415,732-448-1393,No,Yes,46,268.8,157,45.7,302.77,83,30.28,267.56,35,13.38,1.08,18,0.16,0,False
Sapporo,92,510,954-823-1624,No,No,40,324.21,135,55.12,142.98,197,14.3,37.51,113,1.88,16.15,7,2.42,9,False
Osaka,3,408,147-388-4352,Yes,No,41,221.54,199,37.66,230.86,37,23.09,80.18,157,4.01,15.09,1,2.26,6,False
Osaka,870,408,474-328-5474,No,Yes,24,337.72,187,57.41,344.67,9,34.47,210.72,152,10.54,13.92,13,2.09,4,True
Kobe,156,510,594-548-7414,No,Yes,17,300.32,36,51.05,224.22,188,22.42,161.96,175,8.1,8.74,0,1.31,6,False
Kobe,762,510,657-608-2532,No,Yes,49,207.96,152,35.35,192.38,159,19.24,60.99,163,3.05,15.64,14,2.35,8,False
Yokohama,488,510,353-638-1476,Yes,No,18,389.89,22,66.28,96.91,155,9.69,215.59,86,10.78,17.66,13,2.65,8,True
Nagoya,501,408,569-444-8117,No,Yes,9,276.57,85,47.02,216.45,151,21.64,7.53,126,0.38,6.0,10,0.9,7,True
Kobe,704,415,479-164-9448,No,Yes,10,287.36,56,48.85,67.7,68,6.77,334.22,163,16.71,10.07,1,1.51,7,False
Osaka,150,415,873-369-6109,Yes,No,39,116.75,127,19.85,94.61,24,9.46,78.61,102,3.93,5.05,14,0.76,0,True
Nagoya,769,408,598-678-6321,Yes,No,0,164.4,146,27.95,171.35,53,17.14,36.24,156,1.81,0.48,13,0.07,5,True
Fukuoka,304,415,773-827-4694,No,No,12,334.85,86,56.92,65.7,56,6.57,50.68,8,2.53,9.89,18,1.48,4,False
Tokyo,626,408,358-737-7322,No,Yes,23,144.49,75,24.56,105.07,147,10.51,329.36,21,16.47,17.63,8,2.64,5,True
Nagoya,40,408,894-390-4514,No,No,12,291.99,55,49.64,76.72,69,7.67,71.41,33,3.57,17.2,13,2.58,6,True
Saitama,388,408,755-268-3219,Yes,No,10,139.94,181,23.79,136.82,58,13.68,167.14,62,8.36,17.24,5,2.59,1,True
Kyoto,922,510,337-452-1698,Yes,Yes,3,386.19,183,65.65,385.02,69,38.5,338.99,10,16.95,3.45,18,0.52,6,False
Osaka,56,408,860-767-3761,No,Yes,31,244.07,105,41.49,398.45,148,39.84,332.55,156,16.63,2.03,13,0.3,8,False
Nagoya,2,415,184-870-9471,No,Yes,19,76.69,58,13.04,360.57,136,36.06,195.69,104,9.78,8.98,14,1.35,6,True
Osaka,805,510,988-805-6123,Yes,No,10,357.64,49,60.8,114.82,182,11.48,265.61,89,13.28,1.46,1,0.22,7,True
Tokyo,432,408,822-239-3602,Yes,No,6,316.52,168,53.81,70.09,121,7.01,115.85,56,5.79,9.98,8,1.5,2,True
Saitama,967,415,946-325-8867,Yes,No,13,61.5,18,10.46,157.27,125,15.73,117.28,190,5.86,14.79,9,2.22,7,True
Kobe,788,408,480-192-7070,No,Yes,39,291.66,130,49.58,206.42,66,20.64,216.58,161,10.83,5.27,5,0.79,1,False
Saitama,45,415,147-961-4978,No,No,27,28.78,1,4.89,78.22,7,7.82,362.22,61,18.11,18.31,13,2.75,7,False
Nagoya,79,510,342-900-5807,Yes,No,49,84.49,35,14.36,330.75,8,33.08,303.0,169,15.15,5.51,19,0.83,7,True
Kobe,77,408,744-606-7049,Yes,Yes,10,373.2,193,63.44,313.13,71,31.31,169.52,100,8.48,2.97,2,0.45,7,False
Tokyo,172,408,254-888-7200,No,Yes,17,10.1,52,1.72,157.74,128,15.77,245.6,83,12.28,16.08,7,2.41,2,False
Kobe,194,510,705-325-2038,Yes,No,31,35.16,177,5.98,398.62,170,39.86,64.31,42,3.22,6.24,0,0.94,3,False
Nagoya,31,415,889-784-2337,No,No,21,106.17,24,18.05,352.63,30,35.26,302.86,174,15.14,10.47,12,1.57,0,True
Kawasaki,633,408,976-305-2489,No,No,14,28.97,97,4.92,238.56,45,23.86,330.98,41,16.55,3.97,0,0.6,9,True
Fukuoka,513,510,365-858-4849,Yes,Yes,36,389.25,7,66.17,131.17,177,13.12,125.38,85,6.27,9.22,1,1.38,3,True
Saitama,983,510,263-561-5700,Yes,Yes,17,37.59,187,6.39,177.0,190,17.7,248.81,92,12.44,9.38,14,1.41,8,False
Kyoto,41,510,153-961-6636,No,Yes,3,148.3,45,25.21,119.77,182,11.98,62.72,183,3.14,18.68,7,2.8,7,False
Osaka,953,415,998-855-1231,Yes,No,23,212.0,33,36.04,149.85,159,14.98,318.7,177,15.94,14.17,2,2.13,6,False
Kawasaki,902,415,594-296-6810,No,No,14,222.63,193,37.85,269.77,71,26.98,385.76,195,19.29,16.46,13,2.47,4,True
Yokohama,418,408,519-705-6333,No,Yes,39,85.13,42,14.47,41.74,67,4.17,260.01,11,13.0,9.54,5,1.43,4,False
Nagoya,628,415,300-666-7558,No,No,49,48.7,193,8.28,252.7,48,25.27,41.77,87,2.09,14.7,12,2.2,1,True
Nagoya,565,510,956-808-4224,No,No,29,380.19,73,64.63,56.72,66,5.67,343.39,67,17.17,3.57,17,0.54,1,False
Fukuoka,532,415,786-373-9883,No,Yes,16,205.65,149,34.96,87.53,166,8.75,125.92,87,6.3,14.11,5,2.12,5,True
Tokyo,281,510,128-706-3576,Yes,No,27,90.9,140,15.45,311.77,70,31.18,90.71,139,4.54,14.85,15,2.23,6,True
Nagoya,248,408,714-142-4824,Yes,No,9,367.44,167,62.46,125.51,92,12.55,223.36,72,11.17,0.73,3,0.11,2,False
Yokohama,183,415,653-392-4025,No,No,27,357.48,89,60.77,36.38,7,3.64,343.98,107,17.2,1.6,6,0.24,9,False
Yokohama,192,510,696-573-3602,Yes,No,10,93.43,77,15.88,386.34,123,38.63,250.41,73,12.52,6.81,4,1.02,6,True
Kobe,831,415,613-179-9118,Yes,No,21,335.89,39,57.1,27.48,47,2.75,123.67,9,6.18,0.22,14,0.03,3,True
Kawasaki,533,408,799-900-4484,No,No,29,381.08,97,64.78,143.17,68,14.32,96.63,19,4.83,9.71,10,1.46,7,True
Kyoto,113,415,866-202-7390,No,No,34,122.27,105,20.79,248.34,19,24.83,16.94,57,0.85,10.91,6,1.64,0,False
Fukuoka,543,408,257-120-9986,Yes,No,45,272.19,13,46.27,279.76,144,27.98,318.64,124,15.93,4.77,3,0.72,4,False
Kobe,436,510,464-591-7210,Yes,Yes,23,289.42,59,49.2,74.45,95,7.44,150.5,18,7.52,11.22,7,1.68,3,True
Sapporo,348,408,130-902-5343,No,Yes,22,241.26,71,41.01,115.25,7,11.52,109.25,68,5.46,8.34,2,1.25,7,True
Kobe,396,510,129-645-3255,No,Yes,6,137.7,104,23.41,389.09,50,38.91,368.34,118,18.42,8.24,16,1.24,6,False
Kobe,588,510,650-839-1855,No,Yes,14,214.19,84,36.41,390.56,49,39.06,212.2,163,10.61,0.2,12,0.03,8,True
Tokyo,170,415,420-170-2460,Yes,Yes,34,56.1,141,9.54,55.4,126,5.54,239.21,19,11.96,18.22,16,2.73,2,True
Saitama,468,415,657-554-6433,No,No,36,112.08,115,19.05,244.9,159,24.49,24.73,30,1.24,18.43,6,2.76,6,True
Kyoto,523,408,517-205-5351,No,No,43,45.51,16,7.74,97.68,104,9.77,391.58,167,19.58,11.94,2,1.79,9,False
Sapporo,767,415,117-882-1740,Yes,Yes,9,258.77,112,43.99,132.88,63,13.29,330.89,120,16.54,4.64,7,0.7,8,True
Nagoya,621,510,338-470-5479,Yes,No,47,75.75,95,12.88,296.05,182,29.61,288.52,146,14.43,11.97,10,1.8,1,True
Saitama,142,408,296-225-1354,Yes,No,26,15.22,27,2.59,232.5,151,23.25,113.11,5,5.66,2.48,3,0.37,3,False
Yokohama,916,510,869-987-7628,No,No,48,123.93,56,21.07,223.0,10,22.3,309.62,153,15.48,13.02,12,1.95,5,False
Kobe,993,415,612-242-9451,Yes,Yes,13,261.61,52,44.47,92.1,148,9.21,49.04,90,2.45,10.11,6,1.52,2,True
Osaka,843,510,823-715-1529,No,Yes,26,148.66,110,25.27,71.69,126,7.17,302.27,169,15.11,10.17,11,1.53,7,True
Saitama,675,408,860-913-2847,No,No,15,198.31,41,33.71,184.78,56,18.48,177.41,11,8.87,15.73,5,2.36,3,True
Kyoto,171,510,636-119-8461,Yes,No,34,363.8,122,61.85,162.5,182,16.25,224.75,38,11.24,12.47,2,1.87,7,False
Sapporo,946,415,503-805-7504,Yes,No,4,234.2,46,39.81,282.94,13,28.29,303.53,62,15.18,3.93,8,0.59,0,False
Yokohama,145,415,191-160-2128,Yes,No,45,345.28,146,58.7,72.16,84,7.22,226.52,2,11.33,4.71,7,0.71,3,True
Kawasaki,699,408,667-541-7568,Yes,No,38,349.18,17,59.36,31.86,42,3.19,319.59,101,15.98,17.71,9,2.66,8,True
Saitama,276,415,291-405-6760,No,No,43,309.11,53,52.55,142.51,30,14.25,395.09,61,19.75,18.47,17,2.77,9,False
Tokyo,554,408,734-464-8365,No,Yes,49,9.99,103,1.7,164.78,114,16.48,320.41,169,16.02,16.57,4,2.49,5,False
Kyoto,701,408,366-742-8546,No,No,13,75.98,150,12.92,245.83,108,24.58,101.42,195,5.07,14.7,5,2.2,3,False
Yokohama,681,415,300-324-6381,Yes,No,3,3.82,196,0.65,246.67,13,24.67,23.82,50,1.19,0.54,0,0.08,9,False
Yokohama,31,415,807-505-3129,No,No,6,211.97,8,36.03,75.8,69,7.58,228.06,136,11.4,6.67,2,1.0,6,False
Sapporo,447,408,568-111-7463,No,No,21,313.24,26,53.25,186.69,88,18.67,232.42,72,11.62,2.53,3,0.38,5,True
Kobe,78,510,465-814-7313,No,No,24,5.26,132,0.89,104.54,126,10.45,61.16,74,3.06,9.5,6,1.42,0,False
Fukuoka,667,510,559-845-8192,No,Yes,11,55.14,64,9.37,319.84,163,31.98,73.96,146,3.7,5.62,0,0.84,8,False
Nagoya,348,415,590-527-6235,No,Yes,29,214.44,13,36.45,348.56,157,34.86,193.52,96,9.68,8.49,6,1.27,3,False
Kyoto,99,510,724-281-5686,Yes,Yes,17,151.51,107,25.76,85.06,183,8.51,385.2,15,19.26,6.14,12,0.92,7,False
Saitama,531,415,342-625-9970,No,No,12,291.3,157,49.52,19.58,141,1.96,129.86,184,6.49,17.37,7,2.61,5,True
Osaka,433,415,994-786-2881,Yes,No,13,123.23,128,20.95,81.84,8,8.18,231.96,163,11.6,16.32,9,2.45,9,False
Kawasaki,980,415,502-846-5662,No,Yes,2,21.25,12,3.61,182.13,77,18.21,11.52,132,0.58,19.02,13,2.85,0,True
Yokohama,643,510,646-545-1106,No,Yes,38,254.29,176,43.23,107.66,41,10.77,294.5,36,14.73,10.09,1,1.51,7,False
Sapporo,742,510,680-978-5257,No,No,7,320.2,178,54.43,135.94,36,13.59,195.53,177,9.78,1.94,15,0.29,1,False
Sapporo,676,408,232-908-7409,No,Yes,37,246.25,197,41.86,383.84,184,38.38,73.47,35,3.67,12.53,16,1.88,4,True
Nagoya,670,408,883-891-3123,Yes,Yes,34,60.28,173,10.25,78.53,152,7.85,94.5,192,4.73,5.83,6,0.87,1,False
Saitama,182,408,403-411-9176,Yes,Yes,1,32.27,126,5.49,397.54,48,39.75,73.89,73,3.69,18.75,17,2.81,1,True
Saitama,165,510,102-567-4441,Yes,Yes,39,2.65,37,0.45,347.81,43,34.78,364.39,169,18.22,13.09,16,1.96,8,True
Saitama,534,408,802-199-7537,No,No,42,390.85,136,66.44,34.0,188,3.4,169.21,95,8.46,11.08,15,1.66,9,False
Osaka,499,408,715-454-8981,No,Yes,36,310.72,166,52.82,298.68,192,29.87,43.06,105,2.15,0.98,6,0.15,9,True
Sapporo,459,415,432-749-8744,Yes,Yes,15,385.17,196,65.48,343.3,139,34.33,34.82,54,1.74,14.12,8,2.12,9,False
Kyoto,694,415,223-231-1661,No,Yes,30,34.43,136,5.85,125.47,113,12.55,341.88,34,17.09,7.33,0,1.1,8,False
Kyoto,465,510,253-399-2738,Yes,Yes,27,351.61,98,59.77,271.04,110,27.1,321.4,193,16.07,17.75,11,2.66,3,True
Fukuoka,716,415,813-986-2502,No,No,41,175.78,147,29.88,129.63,103,12.96,56.54,71,2.83,13.82,7,2.07,1,True
Osaka,516,510,914-693-7947,No,Yes,27,7.69,125,1.31,279.16,183,27.92,29.99,50,1.5,2.38,8,0.36,3,False
Tokyo,404,510,231-358-5331,No,Yes,22,166.58,117,28.32,63.24,94,6.32,190.76,80,9.54,19.4,11,2.91,2,False
Nagoya,438,415,307-349-4142,Yes,Yes,46,370.74,69,63.03,284.0,31,28.4,369.89,92,18.49,7.65,17,1.15,1,True
Nagoya,920,415,997-433-1332,Yes,Yes,48,343.82,167,58.45,63.33,130,6.33,84.75,126,4.24,13.06,17,1.96,4,False
Sapporo,207,415,757-225-5029,No,Yes,21,292.68,177,49.76,82.83,10,8.28,228.68,142,11.43,14.18,18,2.13,2,True
Kawasaki,102,408,215-732-7262,Yes,Yes,31,308.29,106,52.41,24.44,90,2.44,72.27,83,3.61,12.45,4,1.87,5,True
Kyoto,443,510,798-784-4592,Yes,No,30,165.0,30,28.05,95.1,154,9.51,163.55,95,8.18,19.02,13,2.85,6,False
Kyoto,67,510,612-522-4561,No,No,48,90.77,87,15.43,60.69,82,6.07,5.86,182,0.29,0.47,3,0.07,3,False
Kobe,53,408,218-734-8474,No,Yes,18,2.79,21,0.47,131.54,183,13.15,282.87,185,14.14,3.14,5,0.47,3,False
Tokyo,564,415,708-772-7747,No,Yes,2,168.09,117,28.58,58.97,30,5.9,227.55,192,11.38,6.62,1,0.99,2,True
Tokyo,993,415,802-728-4806,No,Yes,42,294.6,65,50.08,290.33,159,29.03,102.53,43,5.13,6.73,8,1.01,9,False
Kyoto,639,510,921-550-9173,No,No,7,384.36,9,65.34,386.49,153,38.65,343.85,67,17.19,3.71,12,0.56,3,True
Sapporo,561,408,215-836-9449,No,No,16,314.69,50,53.5,121.83,164,12.18,108.29,52,5.41,6.72,4,1.01,1,True
Kawasaki,264,415,505-724-7813,No,No,21,176.88,23,30.07,61.23,169,6.12,199.39,155,9.97,12.39,7,1.86,3,True
Osaka,72,408,220-755-1451,Yes,No,38,11.68,20,1.99,202.1,128,20.21,77.48,41,3.87,19.67,11,2.95,7,True
Tokyo,408,415,766-272-1239,Yes,Yes,32,208.44,190,35.43,45.41,98,4.54,277.74,193,13.89,15.32,7,2.3,6,True
Tokyo,41,510,258-771-4523,No,Yes,9,272.29,105,46.29,71.22,186,7.12,142.97,21,7.15,10.79,13,1.62,1,False
Saitama,358,408,339-577-4449,Yes,Yes,41,71.07,128,12.08,88.76,186,8.88,274.48,199,13.72,1.34,3,0.2,1,False
Saitama,894,510,434-815-8260,Yes,Yes,10,382.54,48,65.03,293.04,140,29.3,117.14,89,5.86,19.2,14,2.88,6,True
Kyoto,371,408,803-252-9550,Yes,No,32,174.27,39,29.63,237.46,139,23.75,219.69,134,10.98,3.9,9,0.58,1,False
Tokyo,853,510,350-939-8178,No,No,12,96.4,32,16.39,117.98,122,11.8,171.41,192,8.57,18.05,0,2.71,9,True
Kyoto,293,415,850-389-5462,Yes,No,21,74.43,99,12.65,252.48,170,25.25,300.49,82,15.02,2.49,13,0.37,7,False
Yokohama,847,408,427-669-8662,Yes,Yes,23,85.82,63,14.59,122.81,71,12.28,362.2,151,18.11,6.44,10,0.97,6,True
Fukuoka,948,415,563-720-5469,Yes,No,49,317.3,90,53.94,196.72,117,19.67,123.54,1,6.18,6.83,17,1.02,8,True
Saitama,470,408,477-235-6452,No,Yes,35,9.63,183,1.64,298.58,173,29.86,27.34,130,1.37,3.61,10,0.54,1,False
Saitama,521,415,995-197-8276,No,No,21,18.31,128,3.11,5.9,59,0.59,64.38,15,3.22,8.52,7,1.28,4,True
Fukuoka,701,415,836-573-2049,No,No,10,319.51,94,54.32,331.12,107,33.11,342.38,66,17.12,7.77,10,1.17,3,True
Nagoya,394,408,407-406-1172,No,Yes,21,95.31,83,16.2,156.9,184,15.69,377.22,154,18.86,9.72,8,1.46,6,False
Kawasaki,425,510,820-195-6909,Yes,Yes,46,2.65,92,0.45,38.42,40,3.84,336.26,0,16.81,10.32,14,1.55,0,True
Kyoto,531,510,635-160-9923,No,Yes,43,168.91,189,28.71,399.68,100,39.97,361.84,9,18.09,13.79,11,2.07,6,False
Nagoya,159,510,729-407-7184,Yes,No,11,47.15,164,8.02,162.96,5,16.3,276.89,29,13.84,15.86,16,2.38,0,False
Kobe,526,415,412-990-5584,No,No,9,165.31,103,28.1,174.26,88,17.43,297.57,22,14.88,10.63,16,1.59,7,True
Fukuoka,334,510,505-823-2474,Yes,Yes,32,64.36,87,10.94,289.76,174,28.98,104.78,54,5.24,16.52,17,2.48,0,False
Osaka,864,510,991-508-5083,No,No,23,393.39,144,66.88,365.23,107,36.52,107.29,151,5.36,17.49,19,2.62,6,False
Fukuoka,625,415,135-537-9055,Yes,No,5,91.39,160,15.54,196.63,113,19.66,89.64,139,4.48,9.04,7,1.36,9,False
Fukuoka,139,415,755-239-9564,No,No,23,3.43,197,0.58,195.49,186,19.55,347.48,183,17.37,12.52,6,1.88,0,True
Fukuoka,291,408,913-939-1899,No,Yes,41,299.8,24,50.97,42.74,16,4.27,131.56,37,6.58,10.15,0,1.52,4,False
Kyoto,994,510,325-975-2980,Yes,Yes,42,360.45,170,61.28,368.61,34,36.86,99.93,40,5.0,13.69,7,2.05,7,True
Kyoto,550,408,334-989-5757,No,Yes,47,299.54,11,50.92,165.46,93,16.55,29.18,1,1.46,9.29,11,1.39,0,True
Fukuoka,117,408,883-763-7341,No,No,29,212.79,163,36.17,247.93,3,24.79,6.18,25,0.31,4.66,2,0.7,2,True
Nagoya,128,415,345-211-5724,Yes,Yes,13,162.34,12,27.6,5.03,2,0.5,41.17,190,2.06,3.78,3,0.57,6,False
Yokohama,183,415,423-639-7100,No,No,5,43.73,55,7.43,31.78,68,3.18,380.39,3,19.02,9.5,18,1.42,9,True
Tokyo,768,415,550-120-7828,No,No,17,123.39,185,20.98,365.53,152,36.55,199.19,113,9.96,6.89,12,1.03,8,False
Kawasaki,551,408,418-154-2596,Yes,Yes,13,120.99,148,20.57,24.76,161,2.48,275.95,30,13.8,7.18,0,1.08,5,True
Tokyo,19,415,971-109-8733,No,No,37,377.04,74,64.1,219.55,160,21.96,157.98,156,7.9,12.1,3,1.82,8,True
Osaka,570,510,985-546-7919,Yes,Yes,37,107.38,184,18.25,312.27,187,31.23,230.83,36,11.54,1.71,15,0.26,8,True
Kyoto,293,415,293-271-3318,No,Yes,18,383.78,95,65.24,64.59,31,6.46,45.03,165,2.25,13.57,1,2.04,8,False
Osaka,817,408,115-189-3448,No,Yes,35,114.26,14,19.42,374.67,181,37.47,233.17,34,11.66,12.09,8,1.81,3,False
Kobe,696,408,324-211-2050,Yes,No,17,269.41,167,45.8,13.34,197,1.33,159.42,113,7.97,11.36,13,1.7,6,True
Tokyo,829,408,671-819-2483,Yes,No,12,155.13,169,26.37,144.22,60,14.42,250.46,72,12.52,4.66,12,0.7,5,True
Saitama,184,510,971-581-1212,Yes,No,31,78.42,65,13.33,136.17,158,13.62,240.34,93,12.02,18.76,9,2.81,6,False
Osaka,770,415,477-101-7299,No,Yes,23,337.93,145,57.45,94.74,52,9.47,197.45,145,9.87,9.48,10,1.42,0,True
Kyoto,663,408,825-843-1613,No,No,48,81.42,137,13.84,64.38,117,6.44,193.62,60,9.68,3.27,3,0.49,7,True
Tokyo,850,415,503-867-7980,Yes,Yes,23,200.54,159,34.09,161.79,153,16.18,231.15,160,11.56,4.57,2,0.69,1,False
Kyoto,903,415,662-774-3209,Yes,No,9,94.83,197,16.12,267.59,82,26.76,82.92,182,4.15,12.97,17,1.95,2,False
Fukuoka,429,408,584-559-6284,No,Yes,31,41.0,99,6.97,243.91,64,24.39,231.84,164,11.59,19.1,8,2.86,0,True
Saitama,396,415,451-927-2497,Yes,Yes,13,72.41,160,12.31,159.91,14,15.99,251.49,159,12.57,7.56,11,1.13,1,True
Yokohama,749,510,695-606-5124,No,No,24,23.53,170,4.0,11.09,12,1.11,249.8,173,12.49,5.15,16,0.77,3,True
Yokohama,104,510,533-598-9898,Yes,No,44,351.95,194,59.83,329.19,189,32.92,337.39,85,16.87,10.01,3,1.5,6,False
Tokyo,327,415,384-628-7533,Yes,No,3,7.41,27,1.26,121.5,189,12.15,33.63,35,1.68,3.5,15,0.52,0,False
Nagoya,899,415,872-281-4217,Yes,Yes,33,296.73,125,50.44,23.4,77,2.34,172.51,61,8.63,1.72,4,0.26,7,True
Nagoya,206,415,440-145-3717,Yes,Yes,39,47.81,32,8.13,392.2,187,39.22,154.15,2,7.71,5.59,1,0.84,5,False
Yokohama,31,408,100-733-5387,Yes,No,34,18.02,45,3.06,152.27,66,15.23,15.73,114,0.79,8.72,18,1.31,2,True
Tokyo,687,415,175-593-4540,Yes,No,36,80.22,65,13.64,22.35,165,2.24,38.37,74,1.92,5.72,4,0.86,8,True
Kyoto,572,415,330-607-3782,Yes,No,24,212.43,50,36.11,152.4,44,15.24,393.58,58,19.68,18.43,17,2.76,9,False
Kyoto,203,415,137-788-9555,No,No,21,38.7,174,6.58,89.72,126,8.97,177.47,162,8.87,16.4,5,2.46,9,False
Fukuoka,248,510,878-737-1781,Yes,No,9,355.48,198,60.43,86.99,124,8.7,226.5,66,11.32,14.15,12,2.12,5,True
Kawasaki,439,510,361-336-9871,Yes,No,30,265.17,2,45.08,332.16,131,33.22,210.08,181,10.5,9.72,2,1.46,5,False
Kyoto,128,510,972-612-8104,Yes,No,30,163.49,59,27.79,10.79,119,1.08,192.17,159,9.61,16.33,18,2.45,5,False
Kawasaki,226,415,550-452-5881,Yes,No,32,241.54,43,41.06,111.5,21,11.15,142.92,64,7.15,10.55,3,1.58,6,False
Sapporo,829,415,661-858-3627,No,Yes,17,302.33,189,51.4,300.11,9,30.01,292.67,61,14.63,5.39,0,0.81,9,True
Sapporo,123,510,385-875-3956,No,No,17,215.46,71,36.63,335.4,133,33.54,264.11,191,13.21,9.35,19,1.4,7,True
Yokohama,455,408,586-681-4549,No,Yes,11,252.66,23,42.95,2.98,92,0.3,59.49,167,2.97,17.43,15,2.61,3,False
Kyoto,993,415,740-592-8779,No,No,35,96.36,65,16.38,399.65,137,39.97,247.7,30,12.38,12.65,3,1.9,6,False
Kyoto,904,415,714-732-4903,No,No,49,355.23,157,60.39,167.8,180,16.78,244.46,79,12.22,3.9,18,0.58,7,True
Yokohama,803,510,915-968-4716,Yes,Yes,21,291.49,40,49.55,288.76,150,28.88,15.65,7,0.78,12.31,13,1.85,1,True
Kyoto,842,408,361-974-5729,No,No,16,38.9,157,6.61,37.4,4,3.74,8.89,54,0.44,17.91,15,2.69,2,False
Fukuoka,883,408,761-782-5447,Yes,No,49,113.4,140,19.28,333.93,168,33.39,312.76,152,15.64,9.43,0,1.41,5,True
Yokohama,735,408,695-354-2297,Yes,Yes,9,169.94,47,28.89,85.9,193,8.59,177.16,117,8.86,5.73,19,0.86,2,False
Saitama,242,408,853-539-4029,Yes,No,32,300.91,37,51.15,110.6,174,11.06,279.15,41,13.96,6.61,7,0.99,0,False
Tokyo,841,415,102-927-1784,No,Yes,29,35.4,134,6.02,93.58,94,9.36,12.23,165,0.61,19.13,5,2.87,7,True
Kobe,819,408,509-514-7217,Yes,No,27,19.83,89,3.37,251.89,141,25.19,250.21,95,12.51,17.89,14,2.68,2,True
Yokohama,741,415,885-422-7499,Yes,Yes,22,193.7,192,32.93,181.67,175,18.17,344.88,14,17.24,17.74,5,2.66,6,False
Yokohama,823,510,259-864-2072,Yes,Yes,3,321.73,62,54.69,80.39,115,8.04,55.4,122,2.77,19.4,14,2.91,1,True
Nagoya,202,415,105-198-3974,No,No,27,64.78,48,11.01,269.55,51,26.96,289.48,110,14.47,7.12,7,1.07,8,True
Kobe,703,510,941-123-3186,No,Yes,44,66.15,91,11.25,92.37,93,9.24,167.42,108,8.37,14.94,16,2.24,5,True
Kyoto,340,510,368-986-2882,Yes,Yes,48,337.96,111,57.45,349.83,16,34.98,383.01,26,19.15,1.24,11,0.19,3,True
Fukuoka,11,408,534-170-6661,Yes,No,35,326.08,67,55.43,377.76,187,37.78,103.8,161,5.19,2.71,8,0.41,8,True
Kawasaki,958,408,539-107-8971,No,No,15,6.52,19,1.11,158.62,48,15.86,345.63,61,17.28,7.95,15,1.19,2,False
Saitama,221,408,997-864-4767,No,Yes,21,340.64,183,57.91,183.04,56,18.3,3.86,117,0.19,13.81,15,2.07,4,True
Sapporo,768,408,799-650-8984,Yes,Yes,36,249.96,88,42.49,22.01,185,2.2,95.94,185,4.8,17.21,12,2.58,4,False
Fukuoka,473,415,611-126-7485,Yes,No,5,124.81,43,21.22,357.78,57,35.78,350.26,141,17.51,12.05,8,1.81,5,False
Tokyo,760,510,458-425-9408,Yes,Yes,3,362.38,24,61.6,103.17,31,10.32,114.31,55,5.72,18.71,7,2.81,3,False
Saitama,632,510,926-334-5222,No,No,43,27.64,90,4.7,87.29,116,8.73,343.19,18,17.16,4.23,11,0.63,4,False
Kawasaki,586,415,593-661-8486,Yes,Yes,12,116.23,4,19.76,205.48,50,20.55,39.95,96,2.0,5.77,9,0.87,3,True
